No,Tanggal,Harga,Tertinggi,Terendah,Penutupan,Volume,Nilai,Frekuensi
480,21 Des 2021,4.11,4.19,4.1,4.16,98.039.300,406.890.191.000,12.804
481,20 Des 2021,4.07,4.11,4.04,4.08,72.794.200,297.109.906.000,9.383
482,17 Des 2021,4.01,4.1,4.01,4.1,149.615.800,607.572.533.000,10.781
483,16 Des 2021,4.11,4.15,4.06,4.1,98.164.300,402.790.457.000,9.548
484,15 Des 2021,4.06,4.14,4.06,4.08,84.424.500,345.930.571.000,9.293
485,14 Des 2021,4.12,4.12,4.07,4.1,75.736.900,309.981.818.000,7.178
486,13 Des 2021,4.15,4.15,4.08,4.08,65.533.000,268.147.603.000,9.454
487,10 Des 2021,4.07,4.15,4.07,4.15,90.725.000,372.988.697.000,8.875
488,09 Des 2021,4.09,4.15,4.08,4.15,86.985.800,357.985.686.000,9.195
489,08 Des 2021,4.1,4.12,4.01,4.09,113.845.600,464.769.268.000,14.801
490,07 Des 2021,4.18,4.2,4.12,4.15,121.543.400,503.758.394.000,11.581
491,06 Des 2021,4.06,4.25,4.05,4.17,106.756.900,444.615.933.000,12.851
492,03 Des 2021,4.13,4.18,4.05,4.07,96.760.700,396.855.242.000,12.114
493,02 Des 2021,4.14,4.19,4.1,4.16,116.093.100,483.353.793.000,20.432
494,01 Des 2021,4.04,4.15,4.02,4.08,200.699.200,824.749.170.000,23.105
495,30-Nov-21,4.15,4.17,3.99,3.99,435.800.600,1.763.089.669.000,20.299
496,29-Nov-21,4.01,4.17,3.98,4.14,228.774.600,934.262.847.000,22.423
497,26-Nov-21,4.04,4.05,3.97,4.01,231.870.300,929.610.235.000,15.081
498,25-Nov-21,3.88,4.09,3.85,4,264.897.100,1.057.524.978.000,26.048
499,24-Nov-21,3.84,3.84,3.79,3.8,67.303.800,256.747.776.000,8.401
500,23-Nov-21,3.8,3.85,3.78,3.8,67.778.800,257.990.098.000,9.705
501,22-Nov-21,3.92,3.93,3.78,3.8,206.683.100,791.019.944.000,20.644
502,19-Nov-21,3.66,3.92,3.66,3.9,310.615.000,1.190.022.321.000,37.936
503,18-Nov-21,3.63,3.64,3.6,3.63,53.290.400,192.950.755.000,6.972
504,17-Nov-21,3.69,3.69,3.6,3.63,82.023.300,297.256.919.000,13.877
505,16-Nov-21,3.59,3.68,3.59,3.67,99.590.700,364.219.436.000,11.729
506,15-Nov-21,3.6,3.65,3.6,3.6,91.001.800,329.364.150.000,15.28
507,12-Nov-21,3.66,3.66,3.6,3.6,115.142.400,417.015.408.000,18.484
508,11-Nov-21,3.7,3.73,3.64,3.65,95.789.600,350.866.987.000,16.152
509,10-Nov-21,3.67,3.72,3.67,3.7,53.511.200,198.113.379.000,9.08
510,9-Nov-21,3.73,3.74,3.68,3.71,92.427.800,343.213.314.000,13.895
511,8-Nov-21,3.78,3.78,3.71,3.75,58.758.600,219.338.475.000,8.379
512,5-Nov-21,3.76,3.77,3.71,3.77,43.133.000,161.616.594.000,7.166
513,4-Nov-21,3.75,3.78,3.72,3.77,53.494.200,201.087.116.000,6.821
514,3-Nov-21,3.62,3.74,3.62,3.72,48.810.500,180.219.678.000,8.307
515,2-Nov-21,3.7,3.71,3.64,3.66,170.260.000,624.549.984.000,12.989
516,1-Nov-21,3.81,3.82,3.7,3.7,65.447.100,244.589.395.000,14.494
517,29 Okt 2021,3.75,3.81,3.73,3.8,70.430.900,266.201.519.000,8.041
518,28 Okt 2021,3.82,3.82,3.71,3.75,61.151.100,229.885.535.000,9.898
519,27 Okt 2021,3.82,3.83,3.77,3.79,52.210.100,198.081.520.000,8.045
520,26 Okt 2021,3.8,3.83,3.78,3.8,58.615.100,222.810.106.000,7.931
521,25 Okt 2021,3.8,3.84,3.78,3.78,58.246.300,221.060.610.000,11.871
522,22 Okt 2021,3.86,3.88,3.82,3.87,59.640.700,230.270.122.000,9.305
523,21 Okt 2021,3.78,3.88,3.76,3.85,169.659.500,650.977.317.000,17.707
524,19 Okt 2021,3.75,3.8,3.72,3.74,61.095.700,228.513.983.000,13.654
525,18 Okt 2021,3.84,3.84,3.79,3.79,78.580.700,299.599.428.000,9.463
526,15 Okt 2021,3.84,3.84,3.75,3.81,69.707.700,264.532.641.000,11.674
527,14 Okt 2021,3.77,3.83,3.77,3.83,95.817.900,365.161.750.000,10.385
528,13 Okt 2021,3.75,3.82,3.75,3.77,87.143.900,328.566.651.000,11.876
529,12 Okt 2021,3.78,3.84,3.77,3.78,69.866.300,265.249.148.000,12.934
530,11 Okt 2021,3.8,3.85,3.77,3.81,78.865.000,301.200.126.000,12.835
531,08 Okt 2021,3.73,3.8,3.72,3.8,91.361.800,345.176.166.000,13.642
532,07 Okt 2021,3.72,3.74,3.69,3.72,56.837.600,211.037.121.000,9.293
533,06 Okt 2021,3.69,3.77,3.65,3.76,153.535.700,574.403.992.000,16.476
534,05 Okt 2021,3.67,3.68,3.62,3.67,140.488.300,512.516.935.000,10.285
535,04 Okt 2021,3.62,3.67,3.6,3.67,82.205.100,299.444.343.000,11.638
536,01 Okt 2021,3.68,3.69,3.61,3.66,109.898.400,402.108.220.000,10.379
537,30-Sep-21,3.55,3.69,3.54,3.69,153.853.900,558.863.230.000,17.652
538,29-Sep-21,3.49,3.54,3.49,3.53,53.170.100,187.309.794.000,11.418
539,28-Sep-21,3.51,3.54,3.49,3.53,54.671.700,192.586.590.000,6.802
540,27-Sep-21,3.53,3.56,3.48,3.52,87.303.000,307.305.794.000,10.049
541,24-Sep-21,3.56,3.58,3.54,3.56,72.224.500,256.941.311.000,7.277
542,23-Sep-21,3.6,3.61,3.55,3.56,104.737.500,373.590.492.000,11.63
543,22-Sep-21,3.53,3.59,3.52,3.59,66.835.200,237.937.478.000,10.188
544,21-Sep-21,3.5,3.56,3.48,3.53,95.848.100,337.230.417.000,11.051
545,20-Sep-21,3.5,3.52,3.46,3.52,83.985.100,293.611.181.000,13.182
546,17-Sep-21,3.4,3.53,3.39,3.53,117.573.100,409.188.352.000,13.044
547,16-Sep-21,3.47,3.47,3.4,3.44,58.318.700,199.803.338.000,8.285
548,15-Sep-21,3.43,3.45,3.41,3.45,73.158.300,251.559.802.000,10.407
549,14-Sep-21,3.38,3.45,3.35,3.44,166.002.100,566.590.372.000,18.148
550,13-Sep-21,3.31,3.35,3.3,3.35,45.547.200,151.682.908.000,7.356
551,10-Sep-21,3.38,3.39,3.32,3.33,52.115.300,174.258.711.000,8.203
552,9-Sep-21,3.36,3.39,3.33,3.39,82.214.400,276.910.621.000,11.482
553,8-Sep-21,3.4,3.4,3.31,3.33,80.636.800,268.452.490.000,12.966
554,7-Sep-21,3.41,3.41,3.36,3.38,42.617.400,144.198.596.000,7.566
555,6-Sep-21,3.41,3.41,3.38,3.39,52.640.400,178.548.847.000,7.337
556,3-Sep-21,3.4,3.42,3.37,3.39,65.479.800,221.995.738.000,7.047
557,2-Sep-21,3.35,3.39,3.35,3.37,51.633.800,174.041.598.000,5.42
558,1-Sep-21,3.42,3.42,3.33,3.34,85.135.200,286.343.341.000,11.461
559,31 Agt 2021,3.4,3.42,3.36,3.4,130.019.000,441.072.733.000,10.528
560,30 Agt 2021,3.33,3.4,3.33,3.4,64.177.700,216.778.180.000,8.418
561,27 Agt 2021,3.37,3.37,3.31,3.32,62.419.000,207.749.997.000,7.609
562,26 Agt 2021,3.33,3.36,3.32,3.36,55.756.100,186.479.294.000,7.58
563,25 Agt 2021,3.39,3.39,3.33,3.37,66.618.200,224.121.208.000,8.906
564,24 Agt 2021,3.41,3.42,3.31,3.4,69.338.100,233.442.178.000,11.942
565,23 Agt 2021,3.42,3.44,3.4,3.44,64.122.400,219.193.765.000,9.777
566,20 Agt 2021,3.39,3.43,3.37,3.4,113.411.000,385.346.051.000,11.487
567,19 Agt 2021,3.41,3.43,3.36,3.39,100.851.800,341.600.716.000,11.468
568,18 Agt 2021,3.36,3.44,3.35,3.42,162.921.300,555.770.572.000,21.352
569,16 Agt 2021,3.3,3.34,3.29,3.34,38.661.800,128.032.590.000,5.946
570,13 Agt 2021,3.37,3.38,3.26,3.3,59.903.600,197.917.207.000,8.809
571,12 Agt 2021,3.26,3.35,3.24,3.35,93.133.400,306.999.771.000,11.771
572,10 Agt 2021,3.24,3.27,3.19,3.23,57.658.000,185.408.719.000,7.755
573,09 Agt 2021,3.26,3.3,3.22,3.25,70.299.500,229.192.443.000,11.349
574,06 Agt 2021,3.36,3.38,3.31,3.32,31.664.200,105.520.477.000,6.367
575,05 Agt 2021,3.36,3.4,3.32,3.34,89.742.800,300.731.566.000,11.049
576,04 Agt 2021,3.33,3.37,3.31,3.37,63.108.600,210.664.817.000,9.998
577,03 Agt 2021,3.31,3.36,3.29,3.33,89.712.500,298.344.980.000,13.875
578,02 Agt 2021,3.24,3.31,3.21,3.31,60.368.200,197.474.462.000,16.692
579,30-Jul-21,3.2,3.29,3.2,3.24,95.143.100,309.399.060.000,10.191
580,29-Jul-21,3.21,3.29,3.2,3.23,126.542.400,410.918.875.000,14.048
581,28-Jul-21,3.25,3.25,3.15,3.19,103.282.300,329.959.301.000,13.356
582,27-Jul-21,3.21,3.27,3.16,3.27,62.673.400,201.287.391.000,10.999
583,26-Jul-21,3.14,3.2,3.14,3.19,55.525.800,176.708.567.000,10.512
584,23-Jul-21,3.25,3.25,3.15,3.17,67.128.400,213.999.940.000,13.837
585,22-Jul-21,3.21,3.26,3.21,3.26,48.865.700,158.457.735.000,10.13
586,21-Jul-21,3.19,3.24,3.18,3.21,115.099.400,369.524.739.000,11.544
587,19-Jul-21,3.16,3.23,3.15,3.22,116.219.500,372.737.798.000,15.26
588,16-Jul-21,3.14,3.17,3.11,3.17,63.626.300,199.886.913.000,9.971
589,15-Jul-21,3.11,3.14,3.08,3.13,88.092.800,274.515.205.000,12.484
590,14-Jul-21,3.05,3.07,3.02,3.06,84.993.400,258.502.466.000,13.646
591,13-Jul-21,3.16,3.16,3.05,3.07,82.856.600,256.131.413.000,14.389
592,12-Jul-21,3.19,3.19,3.11,3.13,86.268.000,271.237.182.000,14.538
593,9-Jul-21,3.04,3.17,3.03,3.16,222.916.400,696.249.844.000,33.901
594,8-Jul-21,3.06,3.06,3,3.01,132.576.600,400.657.698.000,27.038
595,7-Jul-21,3.03,3.07,3.01,3.03,110.215.500,335.069.368.000,22.711
596,6-Jul-21,3.05,3.07,3,3.01,151.573.500,458.604.020.000,27.16
597,5-Jul-21,3.07,3.09,3.01,3.04,133.815.000,406.688.458.000,27.536
598,2-Jul-21,3.11,3.13,3.06,3.07,161.855.700,500.338.883.000,26.486
599,1-Jul-21,3.16,3.17,3.09,3.11,143.665.900,448.399.771.000,26.665
600,30-Jun-21,3.15,3.18,3.13,3.15,142.204.500,448.774.697.000,22.83
601,29-Jun-21,3.19,3.26,3.15,3.16,123.411.200,394.075.241.000,18.153
602,28-Jun-21,3.25,3.26,3.17,3.17,66.338.900,212.027.721.000,16.818
603,25-Jun-21,3.25,3.3,3.24,3.25,58.330.700,190.457.128.000,9.276
604,24-Jun-21,3.33,3.36,3.24,3.25,101.334.200,331.655.728.000,16.287
605,23-Jun-21,3.31,3.42,3.31,3.37,81.901.000,276.822.733.000,10.498
606,22-Jun-21,3.3,3.37,3.29,3.3,89.349.200,296.970.575.000,11.048
607,21-Jun-21,3.28,3.34,3.26,3.3,74.248.200,245.251.210.000,14.061
608,18-Jun-21,3.35,3.4,3.29,3.35,168.414.300,562.815.498.000,15.333
609,17-Jun-21,3.37,3.42,3.35,3.35,50.286.100,169.491.404.000,8.483
610,16-Jun-21,3.38,3.43,3.38,3.41,39.149.800,133.258.280.000,7.464
611,15-Jun-21,3.41,3.44,3.38,3.44,60.528.600,207.123.968.000,8.246
612,14-Jun-21,3.46,3.47,3.4,3.41,46.016.500,157.439.132.000,8.414
613,11-Jun-21,3.49,3.5,3.42,3.47,82.336.600,285.430.879.000,9.887
614,10-Jun-21,3.35,3.5,3.34,3.48,137.713.700,475.557.064.000,18.815
615,9-Jun-21,3.34,3.4,3.31,3.39,112.204.200,377.559.186.000,16.435
616,8-Jun-21,3.55,3.55,3.47,3.5,132.409.400,463.420.142.000,14.509
617,7-Jun-21,3.54,3.57,3.5,3.55,124.440.300,440.099.886.000,16.552
618,4-Jun-21,3.49,3.51,3.45,3.5,70.624.200,245.953.805.000,13.443
619,3-Jun-21,3.42,3.49,3.42,3.49,77.627.900,267.771.368.000,12.282
620,2-Jun-21,3.49,3.5,3.42,3.45,108.933.400,377.324.732.000,18.885
621,31 Mei 2021,3.3,3.46,3.3,3.44,155.768.200,530.187.712.000,21.134
622,28 Mei 2021,3.38,3.4,3.26,3.27,87.439.800,289.586.484.000,17.566
623,27 Mei 2021,3.35,3.4,3.33,3.38,233.551.300,789.090.354.000,17.841
624,25 Mei 2021,3.29,3.32,3.27,3.3,62.218.300,205.091.687.000,10.14
625,24 Mei 2021,3.29,3.33,3.22,3.26,64.347.100,210.192.160.000,11.168
626,22 Mei 2021,3.5,3.65,3.48,3.61,788.104.900,2.825.100.994.000,14.262
627,21 Mei 2021,3.34,3.35,3.27,3.27,104.101.400,342.589.936.000,15.583
628,20 Mei 2021,3.19,3.32,3.18,3.31,197.430.900,645.762.873.000,29.157
629,19 Mei 2021,3.15,3.22,3.15,3.16,48.958.100,155.379.863.000,11.045
630,18 Mei 2021,3.19,3.19,3.15,3.18,77.310.400,244.984.006.000,10.659
631,17 Mei 2021,3.19,3.19,3.15,3.19,114.071.400,361.617.159.000,21.033
632,11 Mei 2021,3.17,3.2,3.15,3.18,94.281.900,299.743.836.000,17.904
633,10 Mei 2021,3.19,3.2,3.16,3.17,104.121.900,331.157.067.000,13.631
634,07 Mei 2021,3.2,3.22,3.18,3.19,98.099.900,313.828.265.000,13.688
635,06 Mei 2021,3.2,3.2,3.15,3.19,91.955.600,292.089.132.000,14.613
636,05 Mei 2021,3.21,3.21,3.18,3.2,76.480.300,244.735.001.000,11.875
637,04 Mei 2021,3.18,3.21,3.17,3.21,60.180.600,192.104.849.000,11.347
638,03 Mei 2021,3.2,3.21,3.13,3.17,124.724.400,393.842.484.000,22.62
639,30-Apr-21,3.22,3.26,3.2,3.2,143.840.800,462.740.374.000,17.147
640,29-Apr-21,3.15,3.21,3.14,3.2,111.785.100,354.095.346.000,18.682
641,28-Apr-21,3.16,3.17,3.13,3.14,91.596.300,288.244.472.000,19.832
642,27-Apr-21,3.24,3.25,3.14,3.16,166.985.400,529.675.527.000,28.795
643,26-Apr-21,3.28,3.3,3.25,3.25,55.076.200,179.747.886.000,15.273
644,23-Apr-21,3.33,3.33,3.29,3.31,39.798.400,131.517.763.000,6.92
645,22-Apr-21,3.29,3.34,3.29,3.33,54.970.000,182.334.165.000,9.389
646,21-Apr-21,3.29,3.33,3.28,3.28,47.167.800,155.345.259.000,8.914
647,20-Apr-21,3.33,3.35,3.3,3.32,55.700.100,184.718.559.000,8.009
648,19-Apr-21,3.33,3.36,3.33,3.34,44.899.700,150.107.269.000,8.137
649,16-Apr-21,3.37,3.37,3.32,3.36,52.517.800,175.702.865.000,6.925
650,15-Apr-21,3.34,3.36,3.32,3.36,65.669.100,219.542.667.000,8.309
651,14-Apr-21,3.36,3.36,3.32,3.34,52.587.500,175.452.959.000,7.724
652,13-Apr-21,3.34,3.34,3.3,3.33,51.300.200,170.429.186.000,10.081
653,12-Apr-21,3.34,3.39,3.3,3.31,79.003.200,263.252.668.000,11.286
654,9-Apr-21,3.39,3.39,3.36,3.36,56.861.400,191.642.969.000,10.158
655,8-Apr-21,3.38,3.4,3.38,3.39,59.079.700,200.094.686.000,8.605
656,7-Apr-21,3.41,3.43,3.38,3.4,84.754.300,288.481.362.000,12.225
657,6-Apr-21,3.4,3.41,3.37,3.37,40.566.400,137.060.492.000,9.229
658,5-Apr-21,3.43,3.43,3.37,3.38,36.029.200,122.225.178.000,7.017
659,1-Apr-21,3.39,3.44,3.38,3.39,73.332.000,249.347.239.000,10.831
660,31-Mar-21,3.38,3.42,3.33,3.42,134.671.900,454.962.415.000,14.262
661,30-Mar-21,3.42,3.43,3.36,3.38,66.491.800,224.654.784.000,10.813
662,29-Mar-21,3.47,3.49,3.4,3.41,72.214.100,248.505.307.000,13.854
663,26-Mar-21,3.41,3.5,3.39,3.49,106.810.400,368.620.014.000,16.678
664,25-Mar-21,3.4,3.43,3.38,3.41,107.607.200,366.148.764.000,11.126
665,24-Mar-21,3.32,3.39,3.32,3.37,67.173.200,226.384.608.000,8.049
666,23-Mar-21,3.39,3.42,3.35,3.36,55.323.200,186.572.251.000,9.031
667,22-Mar-21,3.44,3.44,3.38,3.38,53.870.300,183.303.813.000,8.172
668,19-Mar-21,3.41,3.44,3.38,3.44,140.000.000,479.112.004.000,12.036
669,18-Mar-21,3.45,3.48,3.43,3.45,101.896.400,352.028.592.000,12.41
670,17-Mar-21,3.41,3.43,3.37,3.39,61.701.400,209.472.939.000,8.676
671,16-Mar-21,3.4,3.41,3.36,3.36,60.111.200,203.197.837.000,12.047
672,15-Mar-21,3.44,3.45,3.38,3.38,50.077.300,170.078.936.000,11.489
673,12-Mar-21,3.44,3.48,3.43,3.45,100.195.200,345.771.860.000,15.837
674,10-Mar-21,3.34,3.42,3.31,3.4,91.631.900,309.910.107.000,14.167
675,9-Mar-21,3.37,3.39,3.28,3.29,110.090.800,365.110.439.000,14.287
676,8-Mar-21,3.36,3.4,3.33,3.34,80.094.900,268.310.587.000,9.466
677,5-Mar-21,3.34,3.37,3.32,3.32,128.546.000,429.121.334.000,14.407
678,4-Mar-21,3.42,3.43,3.35,3.36,142.322.100,480.459.618.000,18.431
679,3-Mar-21,3.48,3.48,3.42,3.44,82.610.700,284.321.087.000,10.923
680,2-Mar-21,3.49,3.5,3.44,3.46,169.061.400,586.130.524.000,24.217
681,1-Mar-21,3.49,3.51,3.47,3.49,91.513.500,319.043.638.000,13.804
682,26-Feb-21,3.45,3.51,3.41,3.49,230.007.700,799.268.461.000,21.078
683,25-Feb-21,3.51,3.57,3.45,3.49,226.833.000,794.537.527.000,26.497
684,24-Feb-21,3.49,3.55,3.46,3.48,303.017.100,1.059.492.220.000,43.013
685,23-Feb-21,3.2,3.48,3.2,3.47,354.966.200,1.198.020.214.000,57.545
686,22-Feb-21,3.21,3.24,3.17,3.17,100.425.500,321.726.859.000,18.718
687,19-Feb-21,3.18,3.22,3.17,3.21,63.214.600,201.850.863.000,11.895
688,18-Feb-21,3.19,3.27,3.18,3.18,151.200.300,486.825.565.000,18.677
689,17-Feb-21,3.22,3.25,3.14,3.15,121.105.300,385.869.754.000,27.727
690,16-Feb-21,3.2,3.25,3.19,3.21,82.026.300,263.362.749.000,16.674
691,15-Feb-21,3.2,3.26,3.2,3.22,88.883.300,286.734.230.000,15.697
692,11-Feb-21,3.22,3.23,3.17,3.19,79.940.700,254.850.329.000,17.423
693,10-Feb-21,3.18,3.22,3.16,3.19,125.221.400,399.423.486.000,25.678
694,9-Feb-21,3.25,3.3,3.18,3.2,157.479.200,508.317.144.000,35.658
695,8-Feb-21,3.3,3.37,3.27,3.28,96.635.600,320.444.529.000,20.347
696,5-Feb-21,3.32,3.32,3.27,3.29,52.630.500,173.331.120.000,9.881
697,4-Feb-21,3.27,3.33,3.26,3.29,80.319.500,264.417.902.000,12.219
698,3-Feb-21,3.25,3.33,3.22,3.24,86.433.900,282.868.611.000,15.615
699,2-Feb-21,3.3,3.33,3.25,3.27,114.734.600,376.849.898.000,20.289
700,1-Feb-21,3.13,3.25,3.04,3.23,133.929.600,422.903.012.000,26.504
701,29-Jan-21,3.29,3.29,3.11,3.11,191.915.100,607.723.135.000,30.027
702,28-Jan-21,3.28,3.33,3.23,3.24,142.648.800,465.999.167.000,27.724
703,27-Jan-21,3.34,3.38,3.26,3.38,159.144.700,529.692.442.000,26.134
704,26-Jan-21,3.36,3.39,3.26,3.26,111.414.500,368.529.233.000,25.938
705,25-Jan-21,3.37,3.41,3.31,3.37,118.131.800,397.034.284.000,19.595
706,22-Jan-21,3.42,3.44,3.36,3.39,165.024.200,560.334.645.000,30.219
707,21-Jan-21,3.5,3.52,3.46,3.48,81.801.900,284.885.828.000,16.1
708,20-Jan-21,3.42,3.48,3.38,3.47,116.098.100,400.452.406.000,16.554
709,19-Jan-21,3.47,3.49,3.37,3.41,144.100.700,492.229.885.000,24.729
710,18-Jan-21,3.48,3.52,3.43,3.45,138.913.100,481.535.544.000,26.736
711,15-Jan-21,3.51,3.54,3.45,3.48,133.304.300,464.957.847.000,22.627
712,14-Jan-21,3.48,3.59,3.47,3.5,187.448.400,660.287.178.000,24.506
713,13-Jan-21,3.55,3.55,3.46,3.48,162.329.300,567.335.436.000,28.956
714,12-Jan-21,3.6,3.62,3.5,3.51,189.779.500,672.225.127.000,33.14
715,11-Jan-21,3.59,3.64,3.57,3.6,271.231.200,975.125.966.000,31.041
716,8-Jan-21,3.45,3.62,3.44,3.57,492.643.700,1.749.532.317.000,59.195
717,7-Jan-21,3.39,3.45,3.38,3.39,140.221.900,477.459.557.000,18.811
718,6-Jan-21,3.47,3.49,3.33,3.37,177.877.900,603.614.531.000,27.88
